學校,系所,計畫類別,系所招生對象,招生名額,考試項目,日程公告,聯絡資訊,相關連結,備註,區域公私立,學校名稱,地區,City,考試方式簡記,Search_Tags
"【北區、國立】
國立中央大學",數學系計算與資料科學組,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.實驗教育學生
3.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",2,"1.初試：資料審查
2.複試：口試","【簡章公告】2025/9/11 
【報名日期】2025/10/03 ~ 2025/10/08
【考試日期】2025/11/07 ~ 2025/11/07
【放榜日期】2025/11/24","聯絡人：賈玉珊
聯絡電話：03-4227151#65117","簡章網址 ( https://admission.ncu.edu.tw/ )
國立中央大學數學系 ( http://www.math.ncu.edu.tw )",【備註】詳細日程請以簡章公告為主,北區、國立,國立中央大學,桃園,Taoyuan,審查 Document Review / 口試 Interview,"Taoyuan, 桃園, NCU, National Central University, Math, Statistics, Data Science, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立中央大學",機械工程學系光機電工程組,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生",1,"1.初試：資料審查
2.複試：口試","【簡章公告】2025/9/11 
【報名日期】2025/10/03 ~ 2025/10/08
【考試日期】2025/11/11 ~ 2025/11/11
【放榜日期】2025/11/24","聯絡人：林小姐
聯絡電話：03-4267320","簡章網址 ( https://admission.ncu.edu.tw/ )
國立中央大學機械工程學系 ( https://www.me.ncu.edu.tw/ )",【備註】詳細日程請以簡章公告為主,北區、國立,國立中央大學,桃園,Taoyuan,審查 Document Review / 口試 Interview,"Taoyuan, 桃園, NCU, National Central University, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立中央大學",機械工程學系先進材料與精密製造組,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生",1,"1.初試：資料審查
2.複試：口試","【簡章公告】2025/9/11 
【報名日期】2025/10/03 ~ 2025/10/08
【考試日期】2025/11/11 ~ 2025/11/11
【放榜日期】2025/11/24","聯絡人：林小姐
聯絡電話：03-4267320","簡章網址 ( https://admission.ncu.edu.tw/ )
國立中央大學機械工程學系 ( https://www.me.ncu.edu.tw/ )",【備註】詳細日程請以簡章公告為主,北區、國立,國立中央大學,桃園,Taoyuan,審查 Document Review / 口試 Interview,"Taoyuan, 桃園, NCU, National Central University, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立中央大學",機械工程學系智慧系統與永續能源組,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生",1,"1.初試：資料審查
2.複試：口試","【簡章公告】2025/9/11 
【報名日期】2025/10/03 ~ 2025/10/08
【考試日期】2025/11/11 ~ 2025/11/11
【放榜日期】2025/11/24","聯絡人：林小姐
聯絡電話：03-4267320","簡章網址 ( https://admission.ncu.edu.tw/ )
國立中央大學機械工程學系 ( https://www.me.ncu.edu.tw/ )",【備註】詳細日程請以簡章公告為主,北區、國立,國立中央大學,桃園,Taoyuan,審查 Document Review / 口試 Interview,"Taoyuan, 桃園, NCU, National Central University, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立臺灣海洋大學",水產養殖學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",3,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試","【簡章公告】2025/10/02
【報名日期】2025/10/22 ~ 2025/11/07
【考試日期】2025/12/05 ~ 2025/12/05
【放榜日期】2025/12/19","聯絡人：鄭詠心
聯絡電話：02-24622192#1027",簡章網址 ( https://admission.ntou.edu.tw ),【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免百分之六十，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。,北區、國立,國立臺灣海洋大學,基隆,Keelung,審查 Document Review / 口試 Interview,"Keelung, 基隆, NTOU, National Taiwan Ocean University, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立臺灣海洋大學",生命科學暨生物科技學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",2,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試","【簡章公告】2025/10/02
【報名日期】2025/10/22 ~ 2025/11/07
【考試日期】2025/12/05 ~ 2025/12/05
【放榜日期】2025/12/19","聯絡人：鄭詠心
聯絡電話：02-24622192#1027",簡章網址 ( https://admission.ntou.edu.tw ),【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免百分之六十，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。,北區、國立,國立臺灣海洋大學,基隆,Keelung,審查 Document Review / 口試 Interview,"Keelung, 基隆, NTOU, National Taiwan Ocean University, Biology, Bio, Life Science, Agriculture, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立臺灣海洋大學",光電與材料科技學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",2,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試","【簡章公告】2025/10/02
【報名日期】2025/10/22 ~ 2025/11/07
【考試日期】2025/12/05 ~ 2025/12/05
【放榜日期】2025/12/19","聯絡人：鄭詠心
聯絡電話：02-24622192#1027",簡章網址 ( https://admission.ntou.edu.tw ),【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免百分之六十，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。,北區、國立,國立臺灣海洋大學,基隆,Keelung,審查 Document Review / 口試 Interview,"Keelung, 基隆, NTOU, National Taiwan Ocean University, EE, Electrical Engineering, Electronics, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立臺灣海洋大學",系統工程暨造船學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",2,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試","【簡章公告】2025/10/02
【報名日期】2025/10/22 ~ 2025/11/07
【考試日期】2025/12/05 ~ 2025/12/05
【放榜日期】2025/12/19","聯絡人：鄭詠心
聯絡電話：02-24622192#1027",簡章網址 ( https://admission.ntou.edu.tw ),【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免百分之六十，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。,北區、國立,國立臺灣海洋大學,基隆,Keelung,審查 Document Review / 口試 Interview,"Keelung, 基隆, NTOU, National Taiwan Ocean University, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立臺灣海洋大學",河海工程學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",2,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試","【簡章公告】2025/10/02
【報名日期】2025/10/22 ~ 2025/11/07
【考試日期】2025/12/05 ~ 2025/12/05
【放榜日期】2025/12/19","聯絡人：鄭詠心
聯絡電話：02-24622192#1027",簡章網址 ( https://admission.ntou.edu.tw ),【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免百分之六十，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。,北區、國立,國立臺灣海洋大學,基隆,Keelung,審查 Document Review / 口試 Interview,"Keelung, 基隆, NTOU, National Taiwan Ocean University, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立臺灣海洋大學",食品科學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",3,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試","【簡章公告】2025/10/02
【報名日期】2025/10/22 ~ 2025/11/07
【考試日期】2025/12/05 ~ 2025/12/05
【放榜日期】2025/12/19","聯絡人：鄭詠心
聯絡電話：02-24622192#1027",簡章網址 ( https://admission.ntou.edu.tw ),【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免百分之六十，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。,北區、國立,國立臺灣海洋大學,基隆,Keelung,審查 Document Review / 口試 Interview,"Keelung, 基隆, NTOU, National Taiwan Ocean University, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立臺灣海洋大學",海洋工程科技學士學位學程,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",2,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試","【簡章公告】2025/10/02
【報名日期】2025/10/22 ~ 2025/11/07
【考試日期】2025/12/05 ~ 2025/12/05
【放榜日期】2025/12/19","聯絡人：鄭詠心
聯絡電話：02-24622192#1027",簡章網址 ( https://admission.ntou.edu.tw ),【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免百分之六十，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。,北區、國立,國立臺灣海洋大學,基隆,Keelung,審查 Document Review / 口試 Interview,"Keelung, 基隆, NTOU, National Taiwan Ocean University, Interdisciplinary, Cross-disciplinary, General Program, Multidisciplinary, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立臺灣海洋大學",海洋文創設計產業學士學位學程,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",2,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試","【簡章公告】2025/10/02
【報名日期】2025/10/22 ~ 2025/11/07
【考試日期】2025/12/05 ~ 2025/12/05
【放榜日期】2025/12/19","聯絡人：鄭詠心
聯絡電話：02-24622192#1027",簡章網址 ( https://admission.ntou.edu.tw ),【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免百分之六十，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。,北區、國立,國立臺灣海洋大學,基隆,Keelung,審查 Document Review / 口試 Interview,"Keelung, 基隆, NTOU, National Taiwan Ocean University, Arts, Design, Music, Drama, Film, Animation, Interdisciplinary, Cross-disciplinary, General Program, Multidisciplinary, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立臺灣海洋大學",海洋生物科技學士學位學程,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",2,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試","【簡章公告】2025/10/02
【報名日期】2025/10/22 ~ 2025/11/07
【考試日期】2025/12/05 ~ 2025/12/05
【放榜日期】2025/12/19","聯絡人：鄭詠心
聯絡電話：02-24622192#1027",簡章網址 ( https://admission.ntou.edu.tw ),【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免百分之六十，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。,北區、國立,國立臺灣海洋大學,基隆,Keelung,審查 Document Review / 口試 Interview,"Keelung, 基隆, NTOU, National Taiwan Ocean University, Biology, Bio, Life Science, Agriculture, Interdisciplinary, Cross-disciplinary, General Program, Multidisciplinary, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立臺灣海洋大學",海洋法政學士學位學程,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",2,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試","【簡章公告】2025/10/02
【報名日期】2025/10/22 ~ 2025/11/07
【考試日期】2025/12/05 ~ 2025/12/05
【放榜日期】2025/12/19","聯絡人：鄭詠心
聯絡電話：02-24622192#1027",簡章網址 ( https://admission.ntou.edu.tw ),【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免百分之六十，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。,北區、國立,國立臺灣海洋大學,基隆,Keelung,審查 Document Review / 口試 Interview,"Keelung, 基隆, NTOU, National Taiwan Ocean University, Interdisciplinary, Cross-disciplinary, General Program, Multidisciplinary, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立臺灣海洋大學",海洋經營管理學士學位學程,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",2,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試","【簡章公告】2025/10/02
【報名日期】2025/10/22 ~ 2025/11/07
【考試日期】2025/12/05 ~ 2025/12/05
【放榜日期】2025/12/19","聯絡人：鄭詠心
聯絡電話：02-24622192#1027",簡章網址 ( https://admission.ntou.edu.tw ),【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免百分之六十，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。,北區、國立,國立臺灣海洋大學,基隆,Keelung,審查 Document Review / 口試 Interview,"Keelung, 基隆, NTOU, National Taiwan Ocean University, Business, Management, Economics, Finance, Interdisciplinary, Cross-disciplinary, General Program, Multidisciplinary, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立臺灣海洋大學",海洋環境資訊系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",2,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試","【簡章公告】2025/10/02
【報名日期】2025/10/22 ~ 2025/11/07
【考試日期】2025/12/05 ~ 2025/12/05
【放榜日期】2025/12/19","聯絡人：鄭詠心
聯絡電話：02-24622192#1027",簡章網址 ( https://admission.ntou.edu.tw ),【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免百分之六十，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。,北區、國立,國立臺灣海洋大學,基隆,Keelung,審查 Document Review / 口試 Interview,"Keelung, 基隆, NTOU, National Taiwan Ocean University, CS, Computer Science, IT, Software, AI, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立臺灣海洋大學",海洋觀光管理學士學位學程,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",2,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試","【簡章公告】2025/10/02
【報名日期】2025/10/22 ~ 2025/11/07
【考試日期】2025/12/05 ~ 2025/12/05
【放榜日期】2025/12/19","聯絡人：鄭詠心
聯絡電話：02-24622192#1027",簡章網址 ( https://admission.ntou.edu.tw ),【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免百分之六十，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。,北區、國立,國立臺灣海洋大學,基隆,Keelung,審查 Document Review / 口試 Interview,"Keelung, 基隆, NTOU, National Taiwan Ocean University, Business, Management, Economics, Finance, Interdisciplinary, Cross-disciplinary, General Program, Multidisciplinary, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立臺灣海洋大學",航運管理學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",2,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試","【簡章公告】2025/10/02
【報名日期】2025/10/22 ~ 2025/11/07
【考試日期】2025/12/05 ~ 2025/12/05
【放榜日期】2025/12/19","聯絡人：鄭詠心
聯絡電話：02-24622192#1027",簡章網址 ( https://admission.ntou.edu.tw ),【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免百分之六十，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。,北區、國立,國立臺灣海洋大學,基隆,Keelung,審查 Document Review / 口試 Interview,"Keelung, 基隆, NTOU, National Taiwan Ocean University, Business, Management, Economics, Finance, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立臺灣海洋大學",商船學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",3,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試","【簡章公告】2025/10/02
【報名日期】2025/10/22 ~ 2025/11/07
【考試日期】2025/12/05 ~ 2025/12/05
【放榜日期】2025/12/19","聯絡人：鄭詠心
聯絡電話：02-24622192#1027",簡章網址 ( https://admission.ntou.edu.tw ),【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免百分之六十，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。,北區、國立,國立臺灣海洋大學,基隆,Keelung,審查 Document Review / 口試 Interview,"Keelung, 基隆, NTOU, National Taiwan Ocean University, Business, Management, Economics, Finance, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立臺灣海洋大學",通訊與導航工程學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",3,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試","【簡章公告】2025/10/02
【報名日期】2025/10/22 ~ 2025/11/07
【考試日期】2025/12/05 ~ 2025/12/05
【放榜日期】2025/12/19","聯絡人：鄭詠心
聯絡電話：02-24622192#1027",簡章網址 ( https://admission.ntou.edu.tw ),【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免百分之六十，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。,北區、國立,國立臺灣海洋大學,基隆,Keelung,審查 Document Review / 口試 Interview,"Keelung, 基隆, NTOU, National Taiwan Ocean University, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立臺灣海洋大學",資訊工程學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",3,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試","【簡章公告】2025/10/02
【報名日期】2025/10/22 ~ 2025/11/07
【考試日期】2025/12/05 ~ 2025/12/05
【放榜日期】2025/12/19","聯絡人：鄭詠心
聯絡電話：02-24622192#1027",簡章網址 ( https://admission.ntou.edu.tw ),【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免百分之六十，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。,北區、國立,國立臺灣海洋大學,基隆,Keelung,審查 Document Review / 口試 Interview,"Keelung, 基隆, NTOU, National Taiwan Ocean University, CS, Computer Science, IT, Software, AI, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
